Hours,Air leak (mbar·l/s),Purity (%)
3521.6080402010048,1e-03,99.74708550043484
3565.6281407035176,1e-03,99.74393216459883
3609.64824120603,1e-03,99.7407790281313
3653.668341708543,1e-03,99.73762609101335
3697.688442211055,1e-03,99.73447335322606
3741.708542713568,1e-03,99.73132081475057
3785.7286432160804,1e-03,99.72816847556793
3829.748743718593,1e-03,99.72501633565926
3873.7688442211056,1e-03,99.72186439500567
3917.788944723618,1e-03,99.71871265358826
3961.809045226131,1e-03,99.71556111138815
4005.829145728643,1e-03,99.71240976838645
4049.8492462311556,1e-03,99.70925862456427
4093.8693467336684,1e-03,99.70610767990273
4137.889447236181,1e-03,99.70295693438294
4181.909547738694,1e-03,99.69980638798603
4225.929648241206,1e-03,99.69665604069313
4269.949748743718,1e-03,99.69350589248536
4313.969849246231,1e-03,99.69035594334385
4357.989949748744,1e-03,99.68720619324972
4402.010050251256,1e-03,99.68405664218413
4446.030150753769,1e-03,99.68090729012819
4490.050251256282,1e-03,99.67775813706305
4534.070351758794,1e-03,99.67460918296986
4578.090452261306,1e-03,99.67146042782974
4622.110552763819,1e-03,99.66831187162384
4666.130653266332,1e-03,99.66516351433333
4710.150753768844,1e-03,99.66201535593935
4754.170854271357,1e-03,99.65886739642305
4798.19095477387,1e-03,99.65571963576558
4842.211055276382,1e-03,99.6525720739481
4886.231155778894,1e-03,99.64942471095178
4930.251256281407,1e-03,99.64627754675776
4974.271356783919,1e-03,99.64313058134722
5018.291457286432,1e-03,99.63998381470134
5062.311557788945,1e-03,99.63683724680126
5106.331658291458,1e-03,99.63369087762818
5150.35175879397,1e-03,99.63054470716327
5194.371859296482,1e-03,99.62739873538767
5238.391959798995,1e-03,99.62425296228261
5282.412060301507,1e-03,99.62110738782923
5326.43216080402,1e-03,99.61796201200875
5370.452261306533,1e-03,99.61481683480233
5414.472361809045,1e-03,99.61167185619117
5458.492462311558,1e-03,99.60852707615645
5502.51256281407,1e-03,99.60538249467938
5546.532663316583,1e-03,99.60223811174113
5590.552763819095,1e-03,99.59909392732293
5634.572864321608,1e-03,99.59594994140595
5678.592964824121,1e-03,99.59280615397141
5722.613065326633,1e-03,99.58966256500052
5766.633165829146,1e-03,99.58651917447447
5810.653266331658,1e-03,99.58337598237449
5854.673366834171,1e-03,99.58023298868177
5898.693467336683,1e-03,99.57709019337754
5942.713567839196,1e-03,99.57394759644302
5986.733668341709,1e-03,99.57080519785941
6030.753768844221,1e-03,99.56766299760795
6074.773869346734,1e-03,99.56452099566987
6118.793969849246,1e-03,99.56137919202637
6162.814070351758,1e-03,99.55823758665869
6206.834170854271,1e-03,99.55509617954807
6250.854271356784,1e-03,99.55195497067574
6294.874371859297,1e-03,99.54881396002293
6338.894472361809,1e-03,99.54567314757088
6382.914572864322,1e-03,99.54253253330083
6426.934673366834,1e-03,99.53939211719403
6470.954773869346,1e-03,99.53625189923171
6514.974874371859,1e-03,99.53311187939514
6558.994974874372,1e-03,99.52997205766556
6603.015075376884,1e-03,99.52683243402421
6647.035175879397,1e-03,99.52369300845237
6691.05527638191,1e-03,99.52055378093127
6735.075376884422,1e-03,99.51741475144217
6779.095477386934,1e-03,99.51427591996638
6823.115577889447,1e-03,99.51113728648511
6867.13567839196,1e-03,99.50799885097965
6911.155778894472,1e-03,99.50486061343125
6955.175879396985,1e-03,99.5017225738212
6999.195979899498,1e-03,99.49858473213077
7043.2160804020095,1e-03,99.49544708834124
7087.236180904522,1e-03,99.49230964243387
7131.256281407035,1e-03,99.48917239438997
7175.276381909548,1e-03,99.48603534419081
7219.29648241206,1e-03,99.48289849181766
7263.316582914573,1e-03,99.47976183725183
7307.336683417086,1e-03,99.47662538047459
7351.356783919598,1e-03,99.47348912146727
7395.37688442211,1e-03,99.47035306021111
7439.396984924623,1e-03,99.46721719668746
7483.417085427136,1e-03,99.46408153087756
7527.437185929648,1e-03,99.46094606276277
7571.457286432161,1e-03,99.45781079232438
7615.477386934674,1e-03,99.45467571954369
7659.497487437186,1e-03,99.451540844402
7703.517587939698,1e-03,99.44840616688062
7747.537688442211,1e-03,99.4452716869609
7791.557788944723,1e-03,99.44213740462409
7835.577889447236,1e-03,99.43900331985157
7879.597989949749,1e-03,99.43586943262464
7923.618090452262,1e-03,99.43273574292462
7967.638190954774,1e-03,99.42960225073284
8011.658291457286,1e-03,99.42646895603063
8055.678391959799,1e-03,99.4233358587993
8099.698492462311,1e-03,99.42020295902022
8143.718592964824,1e-03,99.41707025667469
8187.738693467337,1e-03,99.41393775174406
8231.75879396985,1e-03,99.41080544420969
8275.778894472362,1e-03,99.40767333405289
8319.798994974873,1e-03,99.404541421255
8363.819095477387,1e-03,99.4014097057974
8407.8391959799,1e-03,99.39827818766143
8451.859296482413,1e-03,99.39514686682843
8495.879396984925,1e-03,99.39201574327974
8539.899497487437,1e-03,99.38888481699676
8583.91959798995,1e-03,99.3857540879608
8627.939698492462,1e-03,99.38262355615326
8671.959798994974,1e-03,99.37949322155549
8715.979899497488,1e-03,99.37636308414885
8760.0,1e-03,99.3732331439147
